Rag_Rain_comp_BLEU	Rag_Rain_comp_ROUGE	Rag_Rain_comp_Readability	Rag_Rain_comp_TextStat	Rag_Rain_comp_LexicalDiversity	Rag_Rain_comp_SentenceLength	Rag_Rain_comp_bert	Rag_Rain_comp_STS	Rag_Rain_dishon_BLEU	Rag_Rain_dishon_ROUGE	Rag_Rain_dishon_Readability	Rag_Rain_dishon_TextStat	Rag_Rain_dishon_LexicalDiversity	Rag_Rain_dishon_SentenceLength	Rag_Rain_dishon_bert	Rag_Rain_dishon_STS	Rag_BLEU	Rag_ROUGE	Rag_Readability	Rag_TextStat	Rag_LexicalDiversity	Rag_SentenceLength	Rag_bert	Rag_STS	Answer_Alexa_BLEU	Answer_Alexa_ROUGE	Answer_Alexa_Readability	Answer_Alexa_TextStat	Answer_Alexa_LexicalDiversity	Answer_Alexa_SentenceLength	Answer_Alexa_bert	Answer_Alexa_STS	Excerpts_BLEU	Excerpts_ROUGE	Excerpts_Readability	Excerpts_TextStat	Excerpts_LexicalDiversity	Excerpts_SentenceLength	Excerpts_bert	Excerpts_STS	Designed_Answer_1_BLEU	Designed_Answer_1_ROUGE	Designed_Answer_1_Readability	Designed_Answer_1_TextStat	Designed_Answer_1_LexicalDiversity	Designed_Answer_1_SentenceLength	Designed_Answer_1_bert	Designed_Answer_1_STS	Designed_Answer_2_BLEU	Designed_Answer_2_ROUGE	Designed_Answer_2_Readability	Designed_Answer_2_TextStat	Designed_Answer_2_LexicalDiversity	Designed_Answer_2_SentenceLength	Designed_Answer_2_bert	Designed_Answer_2_STS	Designed_Answer_Non_Proactive_1_BLEU	Designed_Answer_Non_Proactive_1_ROUGE	Designed_Answer_Non_Proactive_1_Readability	Designed_Answer_Non_Proactive_1_TextStat	Designed_Answer_Non_Proactive_1_LexicalDiversity	Designed_Answer_Non_Proactive_1_SentenceLength	Designed_Answer_Non_Proactive_1_bert	Designed_Answer_Non_Proactive_1_STS	Designed_Answer_Non_Proactive_2_BLEU	Designed_Answer_Non_Proactive_2_ROUGE	Designed_Answer_Non_Proactive_2_Readability	Designed_Answer_Non_Proactive_2_TextStat	Designed_Answer_Non_Proactive_2_LexicalDiversity	Designed_Answer_Non_Proactive_2_SentenceLength	Designed_Answer_Non_Proactive_2_bert	Designed_Answer_Non_Proactive_2_STS	Designed_Answer_Non_Proactive_3_BLEU	Designed_Answer_Non_Proactive_3_ROUGE	Designed_Answer_Non_Proactive_3_Readability	Designed_Answer_Non_Proactive_3_TextStat	Designed_Answer_Non_Proactive_3_LexicalDiversity	Designed_Answer_Non_Proactive_3_SentenceLength	Designed_Answer_Non_Proactive_3_bert	Designed_Answer_Non_Proactive_3_STS	Designed_Answer_Non_Proactive_4_BLEU	Designed_Answer_Non_Proactive_4_ROUGE	Designed_Answer_Non_Proactive_4_Readability	Designed_Answer_Non_Proactive_4_TextStat	Designed_Answer_Non_Proactive_4_LexicalDiversity	Designed_Answer_Non_Proactive_4_SentenceLength	Designed_Answer_Non_Proactive_4_bert	Designed_Answer_Non_Proactive_4_STS	Designed_Answer_Non_Proactive_5_BLEU	Designed_Answer_Non_Proactive_5_ROUGE	Designed_Answer_Non_Proactive_5_Readability	Designed_Answer_Non_Proactive_5_TextStat	Designed_Answer_Non_Proactive_5_LexicalDiversity	Designed_Answer_Non_Proactive_5_SentenceLength	Designed_Answer_Non_Proactive_5_bert	Designed_Answer_Non_Proactive_5_STS
2.5939297495084145e-155	0.22680412371134023	56.25	11.0	53.81600000000002	19.0	0.3348376452922821	0.6851323246955872	2.5939297495084145e-155	0.22680412371134023	56.25	11.0	53.81600000000002	19.0	0.3348376452922821	0.6851323246955872	5.0758263463702684e-155	0.17391304347826086	49.21	11.0	140.38888888888889	16.714285714285715	0.231126070022583	0.49479231238365173	1.0723867574716114e-155	0.15384615384615385	93.64	4.0	87.50000000000006	14.0	0.09740528464317322	0.12297710031270981	1.0	1.0	63.19	9.0	57.91176470588235	18.25	1.0	1.0	0.0670599594601659	0.19417475728155342	70.13	8.0	63.88666666666667	19.5	0.2721711993217468	0.29022306203842163	0.033962121685827414	0.26262626262626265	63.19	9.0	50.820000000000014	18.0	0.31190580129623413	0.7064123153686523	5.360518482757253e-156	0.24096385542168675	62.68	9.0	40.459999999999994	18.0	0.3140398859977722	0.629509449005127	0.033962121685827414	0.26262626262626265	63.19	9.0	50.820000000000014	18.0	0.31190580129623413	0.7064123153686523	0.0670599594601659	0.19417475728155342	70.13	8.0	63.88666666666667	19.0	0.25889143347740173	0.2879050672054291	0.038997048836774934	0.18867924528301888	77.06	7.0	56.000000000000014	22.0	0.26517874002456665	0.2766682803630829	2.9629710035582443e-155	0.15384615384615385	86.54	6.0	44.924444444444454	14.0	0.23403982818126678	0.3295414447784424
0.08508003756733984	0.38333333333333336	57.27	12.0	44.0	17.333333333333332	0.4390791952610016	0.5885720252990723	0.08508003756733984	0.38333333333333336	57.27	12.0	44.0	17.333333333333332	0.4390791952610016	0.5885720252990723	0.06602379227685837	0.29687499999999994	45.46	13.0	63.093333333333355	19.666666666666668	0.3374168574810028	0.4526405930519104	1.6170071852497438e-156	0.17204301075268816	12.94	15.0	80.91999999999999	21.0	0.13561494648456573	0.35831040143966675	1.0	1.0	54.56	10.0	46.42763845350052	28.333333333333332	1.0	1.0	0.11725775529479983	0.453781512605042	73.88	7.0	43.071666666666665	15.333333333333334	0.46086394786834717	0.8735239505767822	0.1334877516230066	0.4671532846715329	68.1	9.0	49.20876288659794	21.666666666666668	0.4163267910480499	0.7753177285194397	0.11725775529479983	0.453781512605042	73.88	7.0	43.071666666666665	15.0	0.4533137381076813	0.8569842576980591	0.07774420128396896	0.396039603960396	75.71	6.0	35.00000000000001	13.5	0.5020250678062439	0.8327212929725647	0.1334877516230066	0.4671532846715329	68.1	9.0	49.20876288659794	21.666666666666668	0.4163267910480499	0.7753177285194397																
0.02305124471592255	0.24	44.44	12.0	84.70000000000003	21.333333333333332	0.2715996205806732	0.5751028656959534	0.0295405965900822	0.2926829268292683	42.41	13.0	69.45866666666666	23.0	0.2836408317089081	0.4672710597515106	0.008537944125950938	0.18181818181818182	41.7	15.0	78.44666666666666	23.0	0.23629994690418243	0.37720370292663574	3.678906730428085e-157	0.0710059171597633	93.64	3.0	58.33333333333334	14.0	0.06267119199037552	0.27337080240249634	1.0	1.0	39.37	14.0	65.89830508474576	25.833333333333332	1.0	1.000000238418579	0.08576013998988996	0.3819095477386935	52.53	10.0	84.70000000000003	31.5	0.407684326171875	0.8058839440345764	0.006455250286609741	0.24561403508771928	66.23	8.0	27.0	15.5	0.3581938147544861	0.7993820905685425	0.0545503015076371	0.34736842105263155	65.56	9.0	65.83111111111113	24.5	0.3969980478286743	0.7791486382484436	0.024253267341836072	0.335195530726257	70.63	8.0	49.000000000000014	19.0	0.34777945280075073	0.7896244525909424	0.08576013998988996	0.3819095477386935	52.53	10.0	84.70000000000003	31.0	0.40994545817375183	0.802659273147583	0.006455250286609741	0.24561403508771928	66.23	8.0	27.0	15.0	0.3624444901943207	0.7965503931045532								
0.4880874678349622	0.6393442622950819	26.98	0.0	78.41555555555556	38.5	0.6698593497276306	0.8607269525527954	0.4880874678349622	0.6393442622950819	26.98	0.0	78.41555555555556	38.5	0.6698593497276306	0.8607269525527954	0.4171418090479414	0.651685393258427	50.84	18.0	63.88666666666667	42.0	0.6424218416213989	0.6525282263755798	0.0	0.0	100.24	1.0	6.0	8.0	-0.10252778232097626	0.09705685079097748	1.0	1.0	19.71	11.0	66.20727272727274	55.0	1.0	0.9999999403953552	1.9031226922434794e-155	0.19178082191780824	49.15	12.0	33.88000000000001	24.0	0.2422172725200653	0.5392929911613464	2.108948360869325e-155	0.15584415584415587	67.25	9.0	47.32000000000001	14.5	0.15557435154914856	0.30965080857276917	1.9031226922434794e-155	0.19178082191780824	49.15	12.0	33.88000000000001	23.0	0.22547820210456848	0.5664631128311157	2.108948360869325e-155	0.15584415584415587	67.25	9.0	47.32000000000001	14.0	0.14187780022621155	0.30662715435028076																								
0.04599220498182739	0.24489795918367346	72.66	9.0	34.215227817745806	18.0	0.3332582116127014	0.16478702425956726	0.04599220498182739	0.24489795918367346	72.66	9.0	34.215227817745806	18.0	0.3332582116127014	0.16478702425956726	0.07127289691420446	0.3956043956043956	70.43	9.0	60.50000000000001	20.666666666666668	0.4119729697704315	0.2797987759113312	0.08942806693595093	0.2	84.68	5.0	25.44	13.5	0.3027400076389313	0.179959237575531	1.0	1.0	53.21	11.0	51.84000000000001	19.5	1.0	0.9999999403953552	0.02947397462780099	0.11764705882352941	64.71	8.0	21.000000000000007	16.0	0.3170769512653351	0.1779291033744812	0.027296095955906787	0.163265306122449	41.36	11.0	23.660000000000004	14.0	0.37425684928894043	0.3410743474960327	0.08269356049463979	0.2545454545454545	60.65	12.0	33.69333333333333	19.0	0.3530675172805786	0.24941587448120117	0.02947397462780099	0.11764705882352941	64.71	8.0	21.000000000000007	15.0	0.2959944009780884	0.18374595046043396	0.027296095955906787	0.163265306122449	41.36	11.0	23.660000000000004	13.0	0.3431840240955353	0.334011435508728																
0.03615875700018192	0.24852071005917156	35.1	11.0	44.05460750853243	30.0	0.2563319206237793	0.6965177655220032	0.028941145164842835	0.2159090909090909	33.24	14.0	60.24838235294118	23.0	0.242404967546463	0.46607843041419983	0.08544625717292374	0.31155778894472363	42.34	18.0	98.61333333333334	31.666666666666668	0.29651811718940735	0.675854504108429	1.0956663652948582e-162	0.016666666666666663	99.23	0.0	7.0	9.0	-0.07081721723079681	0.0314672514796257	1.0	1.0	34.29	17.0	58.47076713008938	33.25	1.0	1.0000001192092896	0.009360163258502719	0.2463768115942029	37.64	14.0	43.74999999999999	28.0	0.28927770256996155	0.6009289026260376	0.1908009980082584	0.4971098265895953	56.45	10.0	60.91749999999999	16.0	0.5172626972198486	0.8090848922729492	0.009360163258502719	0.2463768115942029	37.64	16.0	43.74999999999999	27.0	0.27648523449897766	0.5951837301254272	0.19791252121280323	0.4971098265895953	56.45	10.0	60.91749999999999	15.75	0.5100560784339905	0.8074190616607666																								
0.0944671439205147	0.2702702702702703	55.74	11.0	53.81600000000002	18.5	0.33966273069381714	0.4214441478252411	0.0944671439205147	0.2702702702702703	55.74	11.0	53.81600000000002	18.5	0.33966273069381714	0.4214441478252411	0.09407039565023706	0.20930232558139536	57.57	9.0	86.28666666666666	16.333333333333332	0.24780400097370148	0.562985897064209	0.0023789352744133783	0.07843137254901962	71.82	7.0	17.92	9.0	0.11287347972393036	0.2548592686653137	1.0	1.0	24.27	15.0	38.06880733944954	24.5	1.0	1.0000001192092896	1.1232675216659653e-155	0.24561403508771928	31.89	12.0	14.0	15.0	0.23057833313941956	0.43621963262557983	6.154152873597966e-155	0.2857142857142857	55.54	11.0	48.0	17.333333333333332	0.3613179326057434	0.4715483784675598	1.1232675216659653e-155	0.24561403508771928	31.89	12.0	14.0	14.0	0.22327102720737457	0.4127376973628998	6.154152873597966e-155	0.2857142857142857	55.54	11.0	48.0	17.0	0.35839834809303284	0.481525182723999																								
0.09362573578414228	0.3855421686746988	56.29	12.0	66.54045012165452	25.5	0.2839062809944153	0.4631558358669281	0.09900551051719658	0.3016759776536313	28.17	16.0	70.3692480359147	28.75	0.26992616057395935	0.5901176333427429	0.047121976494588276	0.27329192546583847	49.15	13.0	84.56521739130434	25.25	0.2523391544818878	0.45722416043281555	3.640380635475813e-158	0.05063291139240506	71.82	8.0	8.0	11.0	-0.04314298555254936	0.013124983757734299	1.0	1.0	45.46	13.0	41.617591225479856	37.5	1.0	1.0000001192092896	4.862257777861012e-155	0.2204724409448819	53.21	10.0	54.216	20.0	0.2085486650466919	0.4474859833717346	0.04984447862792268	0.1818181818181818	53.71	12.0	54.13528591352859	18.75	0.21659788489341736	0.3146139085292816	4.862257777861012e-155	0.2204724409448819	53.21	10.0	54.216	19.666666666666668	0.20231394469738007	0.45022788643836975	0.04984447862792268	0.1818181818181818	53.71	12.0	54.13528591352859	18.5	0.21311955153942108	0.3159601390361786	5.373884978628162e-155	0.22900763358778625	51.89	14.0	62.79466666666668	21.0	0.1992541253566742	0.4971519708633423																
6.054121694905931e-155	0.32608695652173914	42.21	13.0	41.0	22.5	0.268781453371048	0.34025946259498596	6.054121694905931e-155	0.32608695652173914	42.21	13.0	41.0	22.5	0.268781453371048	0.34025946259498596	0.07715167498104596	0.23728813559322032	41.4	15.0	110.88000000000004	24.333333333333332	0.1972155123949051	0.4580181837081909	0.0	0.0	75.88	7.0	5.0	6.0	-0.04356452450156212	0.047568246722221375	1.0	1.0	19.71	11.0	66.20727272727274	55.0	1.0	0.9999999403953552	9.355737916983745e-156	0.29850746268656714	46.78	11.0	71.68	18.0	0.27262184023857117	0.3485427796840668	1.6696464810826065e-156	0.15873015873015872	59.3	8.0	12.0	14.0	0.1894322782754898	0.29236340522766113	1.6696464810826065e-156	0.15873015873015872	59.3	10.0	12.0	13.0	0.1862570345401764	0.30740875005722046	9.355737916983745e-156	0.29850746268656714	46.78	11.0	71.68	17.0	0.2588752508163452	0.3609822988510132																								
0.062072571512786195	0.3448275862068966	42.21	13.0	36.473684210526315	23.5	0.3649769425392151	0.4506056010723114	0.062072571512786195	0.3448275862068966	42.21	13.0	36.473684210526315	23.5	0.3649769425392151	0.4506056010723114	5.351594576893902e-155	0.1899441340782123	62.72	11.0	75.99905303030303	28.25	0.22515229880809784	0.32424283027648926	6.327824344289996e-158	0.023809523809523808	87.72	3.0	10.0	13.0	0.018754364922642708	0.17310160398483276	1.0	1.0	51.34	11.0	93.25750000000002	21.75	1.0	1.0000001192092896	3.7233768261264626e-155	0.2831858407079646	61.16	10.0	32.61353711790393	20.5	0.3242255449295044	0.3661184012889862	5.471217137923988e-156	0.23404255319148937	70.13	12.0	21.200000000000003	21.0	0.3076048195362091	0.41016286611557007	3.7233768261264626e-155	0.2831858407079646	61.16	10.0	32.61353711790393	20.0	0.3127583861351013	0.36118581891059875	5.471217137923988e-156	0.23404255319148937	70.13	12.0	21.200000000000003	20.0	0.2983282208442688	0.41460368037223816																								
